cust_id,quantity,item_name,choice_description,item_price
224,1,Veggie Burrito,"[Fresh Tomato Salsa (Mild), [Pinto Beans, Rice, Cheese, Sour Cream]]",$8.49 
224,1,Chips and Guacamole,NULL,$3.99 
225,1,Chips and Tomatillo Green Chili Salsa,NULL,$2.95 
225,1,Carnitas Bowl,"[Tomatillo Green Chili Salsa, [Pinto Beans, Black Beans]]",$9.25 
225,1,Steak Burrito,"[Tomatillo Green Chili Salsa, Cheese]",$9.25 
225,2,Bottled Water,NULL,$3.00 
225,1,Canned Soft Drink,[Diet Coke],$1.25 
226,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Cheese, Lettuce]]",$8.75 
226,1,Barbacoa Burrito,"[Tomatillo Green Chili Salsa, [Fajita Vegetables, Pinto Beans, Sour Cream, Cheese, Lettuce]]",$9.25 
226,1,Chips and Guacamole,NULL,$4.45 
227,1,Chicken Bowl,"[Tomatillo Green Chili Salsa, [Rice, Black Beans, Cheese]]",$8.75 
227,1,Chicken Bowl,"[Roasted Chili Corn Salsa, [Rice, Pinto Beans, Lettuce, Guacamole]]",$11.25 
227,1,Chips and Guacamole,NULL,$4.45 
228,1,Chicken Bowl,"[Roasted Chili Corn Salsa (Medium), [Black Beans, Fajita Veggies, Cheese, Guacamole, Lettuce]]",$10.98 
229,2,Steak Burrito,"[Fresh Tomato (Mild), [Lettuce, Guacamole, Rice, Cheese]]",$22.16 
230,1,Chips and Guacamole,NULL,$4.45 
230,1,Chicken Burrito,[Tomatillo Red Chili Salsa],$8.75 
230,1,Steak Burrito,[Tomatillo Green Chili Salsa],$9.25 
230,1,6 Pack Soft Drink,[Diet Coke],$6.49 
230,1,Carnitas Crispy Tacos,[Roasted Chili Corn Salsa],$9.25 
231,1,Veggie Bowl,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Black Beans, Guacamole]]",$11.25 
231,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Cheese, Lettuce]]",$8.75 
231,1,Barbacoa Burrito,"[Tomatillo Green Chili Salsa, [Rice, Black Beans, Cheese, Lettuce]]",$9.25 
231,1,Chips,NULL,$2.15 
231,1,Steak Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",$9.25 
231,1,Chips and Guacamole,NULL,$4.45 
232,1,Barbacoa Burrito,[Roasted Chili Corn Salsa],$9.25 
232,1,Chips and Roasted Chili Corn Salsa,NULL,$2.95 
233,1,Steak Burrito,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream]]",$9.25 
233,1,Chicken Burrito,"[Tomatillo Green Chili Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",$8.75 
233,1,Carnitas Soft Tacos,"[Fresh Tomato Salsa, [Fajita Vegetables, Black Beans, Cheese]]",$9.25 
233,1,Canned Soft Drink,[Diet Coke],$1.25 
233,1,Canned Soft Drink,[Diet Coke],$1.25 
234,1,Chicken Salad Bowl,"[Fresh Tomato Salsa, Fajita Vegetables]",$8.75 
234,1,Chicken Burrito,"[Tomatillo Green Chili Salsa, [Fajita Vegetables, Black Beans, Sour Cream, Cheese]]",$8.75 
234,1,Steak Soft Tacos,"[Fresh Tomato Salsa, [Rice, Sour Cream, Cheese]]",$9.25 
234,1,Chips and Guacamole,NULL,$4.45 
235,1,Steak Burrito,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Sour Cream, Lettuce, Guacamole]]",$11.75 
235,1,Steak Burrito,"[Roasted Chili Corn Salsa, [Rice, Fajita Vegetables, Sour Cream, Cheese, Lettuce, Guacamole]]",$11.75 
235,1,Barbacoa Burrito,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Sour Cream, Cheese, Lettuce, Guacamole]]",$11.75 
236,1,Barbacoa Burrito,"[Roasted Chili Corn Salsa, [Rice, Pinto Beans, Cheese, Sour Cream]]",$9.25 
236,1,Steak Burrito,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Cheese, Lettuce]]",$9.25 
237,2,Chicken Soft Tacos,"[Fresh Tomato Salsa (Mild), [Pinto Beans, Rice, Cheese, Sour Cream, Lettuce]]",$16.98 
237,1,Chips and Tomatillo-Green Chili Salsa,NULL,$2.39 
237,1,Izze,[Clementine],$3.39 
237,1,Izze,[Grapefruit],$3.39 
238,1,Steak Crispy Tacos,"[Tomatillo Green Chili Salsa, [Fajita Vegetables, Cheese, Lettuce]]",$9.25 
238,1,Steak Burrito,"[Fresh Tomato Salsa, [Fajita Vegetables, Cheese, Sour Cream, Guacamole, Lettuce]]",$11.75 
239,1,Chicken Bowl,"[Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",$11.25 
239,1,Chips,NULL,$2.15 
240,1,Chicken Salad Bowl,"[Fresh Tomato Salsa, Fajita Vegetables]",$8.75 
240,1,Barbacoa Burrito,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese]]",$9.25 
240,1,Chips and Guacamole,NULL,$4.45 
241,1,Chicken Burrito,"[Fresh Tomato Salsa (Mild), [Rice, Black Beans, Fajita Veggies, Cheese, Guacamole, Lettuce]]",$10.98 
242,1,Chicken Burrito,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream, Guacamole, Lettuce]]",$11.25 
242,1,Carnitas Soft Tacos,[Roasted Chili Corn Salsa],$9.25 
243,2,Chicken Salad Bowl,"[Tomatillo Green Chili Salsa, [Black Beans, Sour Cream, Cheese, Lettuce, Guacamole]]",$22.50 
244,1,Barbacoa Bowl,"[Roasted Chili Corn Salsa, [Rice, Cheese, Lettuce]]",$9.25 
244,1,Chips and Tomatillo Red Chili Salsa,NULL,$2.95 
244,1,Bottled Water,NULL,$1.50 
245,1,Steak Bowl,"[[Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot)], [Rice, Cheese, Sour Cream, Guacamole]]",$11.48 
246,1,Chicken Bowl,"[Fresh Tomato Salsa (Mild), [Rice, Cheese, Sour Cream, Lettuce]]",$8.49 
246,1,Side of Chips,NULL,$1.69 
247,1,Chicken Crispy Tacos,"[Fresh Tomato Salsa (Mild), [Pinto Beans, Fajita Veggies, Cheese, Sour Cream, Lettuce]]",$8.49 
247,1,Chicken Burrito,"[Fresh Tomato Salsa (Mild), [Pinto Beans, Rice, Cheese, Sour Cream, Lettuce]]",$8.49 
247,1,Chicken Crispy Tacos,"[Fresh Tomato Salsa (Mild), [Pinto Beans, Cheese, Sour Cream, Lettuce]]",$8.49 
247,2,Nantucket Nectar,[Pineapple Orange Banana],$6.78 
248,1,Barbacoa Burrito,"[Roasted Chili Corn Salsa, [Rice, Pinto Beans, Cheese, Lettuce, Guacamole]]",$11.75 
248,1,Chips and Guacamole,NULL,$4.45 
249,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Sour Cream, Cheese, Lettuce]]",$8.75 
249,1,Chips and Guacamole,NULL,$4.45 
250,1,Steak Salad Bowl,"[Fresh Tomato Salsa, [Pinto Beans, Cheese, Guacamole, Lettuce]]",$11.89 
250,1,Steak Salad Bowl,"[Fresh Tomato Salsa, Lettuce]",$9.39 
251,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Lettuce]]",$8.75 
251,1,Chips and Fresh Tomato Salsa,NULL,$2.95 
251,1,Canned Soft Drink,[Nestea],$1.25 
252,1,Barbacoa Soft Tacos,"[Tomatillo Red Chili Salsa, [Rice, Pinto Beans, Cheese, Sour Cream]]",$9.25 
252,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Sour Cream]]",$8.75 
253,2,Steak Salad Bowl,"[Tomatillo Red Chili Salsa, [Fajita Vegetables, Black Beans, Cheese, Guacamole, Lettuce]]",$23.78 
254,1,Chicken Bowl,"[Tomatillo Green Chili Salsa, [Rice, Black Beans, Sour Cream, Lettuce]]",$8.75 
254,1,Barbacoa Burrito,"[Tomatillo Red Chili Salsa, [Rice, Cheese, Lettuce]]",$9.25 
254,1,Chips,NULL,$2.15 
254,1,Chips,NULL,$2.15 
254,1,Canned Soft Drink,[Diet Coke],$1.25 
255,1,Veggie Bowl,"[Fresh Tomato Salsa (Mild), [Pinto Beans, Rice, Cheese, Sour Cream]]",$8.49 
255,1,Chips and Guacamole,NULL,$3.99 
256,1,Chicken Burrito,"[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Rice, Cheese, Sour Cream, Guacamole, Lettuce]]",$10.98 
256,1,Canned Soda,[Dr. Pepper],$1.09 
257,1,Veggie Burrito,[Tomatillo Green Chili Salsa],$8.75 
257,1,Chips and Guacamole,NULL,$4.45 
258,1,Chicken Bowl,"[Roasted Chili Corn Salsa, [Rice, Cheese, Lettuce]]",$8.75 
258,1,Carnitas Burrito,"[Tomatillo Green Chili Salsa, [Sour Cream, Cheese, Guacamole]]",$11.75 
258,1,Chips and Tomatillo Green Chili Salsa,NULL,$2.95 
258,1,Chips and Guacamole,NULL,$4.45 
259,1,Steak Burrito,"[Tomatillo Green Chili Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce]]",$9.25 
259,1,Chicken Soft Tacos,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce]]",$8.75 
260,1,Veggie Burrito,"[Fresh Tomato Salsa (Mild), [Pinto Beans, Rice, Cheese, Sour Cream]]",$8.49 
260,1,Chips and Guacamole,NULL,$3.99 
261,2,Chicken Salad Bowl,"[Tomatillo Green Chili Salsa, [Black Beans, Cheese, Guacamole]]",$22.50 
262,1,Chicken Burrito,"[Tomatillo Red Chili Salsa, [Cheese, Guacamole]]",$11.25 
262,1,Canned Soft Drink,[Coke],$1.25 
263,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese, Sour Cream]]",$8.75 
263,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese, Sour Cream, Lettuce]]",$8.75 
264,2,Steak Burrito,"[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream]]",$18.50 
264,1,6 Pack Soft Drink,[Diet Coke],$6.49 
265,1,Chicken Burrito,"[Tomatillo Red Chili Salsa, [Rice, Black Beans, Cheese, Sour Cream]]",$8.75 
265,1,Chicken Soft Tacos,"[Roasted Chili Corn Salsa, [Black Beans, Cheese, Sour Cream]]",$8.75 
265,1,Chips and Guacamole,NULL,$4.45 
266,1,Veggie Bowl,"[Fresh Tomato Salsa (Mild), [Pinto Beans, Rice, Cheese, Sour Cream]]",$8.49 
266,1,Chips and Guacamole,NULL,$3.99 
267,1,Steak Burrito,"[Roasted Chili Corn Salsa (Medium), [Rice, Black Beans, Sour Cream]]",$8.99 
267,1,Canned Soda,[Sprite],$1.09 
268,1,Chicken Bowl,"[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Rice, Fajita Veggies, Cheese, Lettuce]]",$8.49 
268,1,Chips and Roasted Chili-Corn Salsa,NULL,$2.39 
269,1,Steak Burrito,"[Roasted Chili Corn Salsa (Medium), [Rice, Black Beans, Sour Cream, Guacamole]]",$11.48 
269,1,Side of Chips,NULL,$1.69 
270,2,Canned Soft Drink,[Coke],$2.50 
270,1,Carnitas Burrito,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Sour Cream, Cheese]]",$9.25 
270,1,Bottled Water,NULL,$1.50 
271,2,Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Lettuce]]",$17.50 
271,1,Chips and Tomatillo Green Chili Salsa,NULL,$2.95 
272,1,Chicken Burrito,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Sour Cream, Lettuce]]",$8.75 
272,1,Chips and Guacamole,NULL,$4.45 
273,1,Steak Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Sour Cream, Cheese, Lettuce, Guacamole]]",$11.75 
273,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Sour Cream, Cheese, Lettuce]]",$8.75 
274,1,Chicken Bowl,"[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Rice, Cheese, Sour Cream, Lettuce]]",$8.49 
274,1,Side of Chips,NULL,$1.69 
275,1,Veggie Burrito,"[Fresh Tomato Salsa (Mild), [Pinto Beans, Rice, Cheese, Sour Cream]]",$8.49 
275,1,Chips and Guacamole,NULL,$3.99 
276,1,Steak Salad,"[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Rice, Fajita Veggies, Cheese, Lettuce]]",$8.99 
276,1,Steak Bowl,"[[Fresh Tomato Salsa (Mild), Roasted Chili Corn Salsa (Medium)], [Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]]",$8.99 
276,1,Chips and Guacamole,NULL,$3.99 
276,1,Carnitas Soft Tacos,"[Fresh Tomato Salsa (Mild), [Black Beans, Rice, Fajita Veggies, Cheese, Lettuce]]",$8.99 
277,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",$11.25 
277,1,Chips and Guacamole,NULL,$4.45 
277,1,Canned Soft Drink,[Lemonade],$1.25 
278,1,Chips and Guacamole,NULL,$3.99 
278,1,Chicken Burrito,"[Roasted Chili Corn Salsa (Medium), [Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Guacamole, Lettuce]]",$10.98 
279,1,Bowl,"[Adobo-Marinated and Grilled Steak, [Sour Cream, Salsa, Cheese, Cilantro-Lime Rice, Guacamole]]",$7.40 
279,1,Chips and Mild Fresh Tomato Salsa,NULL,$3.00 
279,1,Burrito,"[Adobo-Marinated and Grilled Chicken, [Sour Cream, Cheese, Cilantro-Lime Rice]]",$7.40 
279,1,Chips and Guacamole,NULL,$4.00 
280,1,Veggie Bowl,"[Fresh Tomato Salsa (Mild), [Pinto Beans, Rice, Cheese, Sour Cream]]",$8.49 
280,1,Chips and Guacamole,NULL,$3.99 
281,1,Steak Bowl,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Cheese, Lettuce]]",$9.25 
281,1,Chips and Guacamole,NULL,$4.45 
282,1,Chicken Burrito,"[Tomatillo Red Chili Salsa, [Guacamole, Cheese]]",$11.25 
282,1,Canned Soft Drink,[Coke],$1.25 
282,1,Steak Burrito,"[Roasted Chili Corn Salsa, [Rice, Cheese, Guacamole]]",$11.75 
282,1,Canned Soft Drink,[Coke],$1.25 
283,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Guacamole, Lettuce]]",$11.25 
283,1,Chips,NULL,$2.15 
284,1,Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream, Guacamole]]",$11.25 
284,1,Chips and Guacamole,NULL,$4.45 
284,3,Canned Soft Drink,[Diet Coke],$3.75 
284,1,Steak Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream, Guacamole, Lettuce]]",$11.75 
285,1,Carnitas Burrito,"[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]]",$8.99 
285,1,Chips and Tomatillo-Red Chili Salsa,NULL,$2.39 
286,1,Chicken Salad Bowl,"[Fresh Tomato Salsa, [Sour Cream, Cheese, Lettuce]]",$8.75 
286,1,Chips and Guacamole,NULL,$4.45 
286,1,Canned Soft Drink,[Diet Coke],$1.25 
287,1,Steak Burrito,"[Fresh Tomato Salsa (Mild), [Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]]",$8.99 
287,1,Chicken Soft Tacos,"[Tomatillo-Green Chili Salsa (Medium), [Pinto Beans, Cheese, Sour Cream, Lettuce]]",$8.49 
287,2,Canned Soda,[Coca Cola],$2.18 
288,1,Chicken Burrito,"[Fresh Tomato Salsa (Mild), [Rice, Cheese, Sour Cream, Lettuce]]",$8.49 
288,2,Canned Soda,[Coca Cola],$2.18 
288,1,Bottled Water,NULL,$1.09 
289,1,Chicken Salad Bowl,"[Tomatillo Red Chili Salsa, [Black Beans, Cheese, Lettuce]]",$8.75 
289,1,Chips and Tomatillo Green Chili Salsa,NULL,$2.95 
289,1,Canned Soft Drink,[Lemonade],$1.25 
290,1,Bottled Water,NULL,$1.50 
290,1,Chicken Bowl,"[Tomatillo Green Chili Salsa, [Rice, Sour Cream, Cheese, Guacamole]]",$11.25 
291,1,Steak Burrito,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce]]",$9.25 
291,1,Chips and Roasted Chili Corn Salsa,NULL,$2.95 
291,1,Canned Soft Drink,[Lemonade],$1.25 
292,1,Veggie Burrito,"[Fresh Tomato Salsa (Mild), [Pinto Beans, Rice, Cheese, Sour Cream]]",$8.49 
292,1,Chips and Guacamole,NULL,$3.99 
293,1,Steak Burrito,"[[Roasted Chili Corn Salsa (Medium), Fresh Tomato Salsa (Mild)], [Rice, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",$11.48 
294,1,Chips and Guacamole,NULL,$3.99 
294,1,Veggie Burrito,"[Fresh Tomato Salsa (Mild), [Pinto Beans, Rice, Cheese, Sour Cream]]",$8.49 
295,1,Chicken Burrito,"[Tomatillo Red Chili Salsa, [Rice, Fajita Vegetables, Black Beans, Cheese, Lettuce, Guacamole]]",$11.25 
295,1,Canned Soft Drink,[Diet Coke],$1.25 
296,1,Barbacoa Burrito,"[Tomatillo-Green Chili Salsa (Medium), [Rice, Cheese, Sour Cream, Lettuce]]",$8.99 
296,1,Side of Chips,NULL,$1.69 
297,1,Chicken Bowl,"[Tomatillo Green Chili Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",$11.25 
297,1,Canned Soft Drink,[Coke],$1.25 
298,1,6 Pack Soft Drink,[Nestea],$6.49 
298,1,Chicken Bowl,"[Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",$8.75 
299,1,Barbacoa Burrito,"[Tomatillo Red Chili Salsa, [Rice, Pinto Beans, Cheese, Sour Cream, Lettuce]]",$9.25 
299,1,Chicken Burrito,[Fresh Tomato Salsa],$8.75 
299,1,Chips and Fresh Tomato Salsa,NULL,$2.95 
300,1,Chicken Burrito,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese]]",$8.75 
300,1,Steak Burrito,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Black Beans, Sour Cream, Guacamole, Lettuce]]",$11.75 
301,1,Steak Burrito,"[Roasted Chili Corn (Medium), [Sour Cream, Cheese]]",$8.69 
301,1,Steak Crispy Tacos,"[Fresh Tomato (Mild), [Lettuce, Cheese]]",$8.69 
301,1,Chips and Fresh Tomato Salsa,NULL,$2.29 
302,1,Chips and Guacamole,NULL,$3.99 
302,1,Veggie Burrito,"[Fresh Tomato Salsa (Mild), [Pinto Beans, Rice, Cheese, Sour Cream]]",$8.49 
303,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Sour Cream, Cheese]]",$8.75 
303,1,Chicken Burrito,"[Roasted Chili Corn Salsa, [Rice, Fajita Vegetables, Black Beans, Sour Cream, Cheese, Lettuce]]",$8.75 
304,1,Canned Soft Drink,[Sprite],$1.25 
304,1,Steak Burrito,"[Tomatillo Green Chili Salsa, [Rice, Cheese, Guacamole, Lettuce]]",$11.75 
304,1,Veggie Bowl,"[Tomatillo Red Chili Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Guacamole, Lettuce]]",$11.25 
304,1,Veggie Soft Tacos,"[Tomatillo Red Chili Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Guacamole, Lettuce]]",$11.25 
305,1,Chicken Burrito,"[Tomatillo Red Chili Salsa, [Guacamole, Cheese]]",$11.25 
305,1,Canned Soft Drink,[Coke],$1.25 
305,1,Steak Burrito,[Roasted Chili Corn Salsa],$9.25 
306,1,Barbacoa Burrito,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Black Beans, Sour Cream, Guacamole]]",$11.75 
306,1,6 Pack Soft Drink,[Coke],$6.49 
307,1,Chips and Guacamole,NULL,$3.99 
307,1,Veggie Burrito,"[Fresh Tomato Salsa (Mild), [Cheese, Rice, Pinto Beans, Sour Cream]]",$8.49 
308,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Guacamole, Lettuce]]",$11.25 
308,1,Chips,NULL,$2.15 
309,1,Chicken Burrito,"[Roasted Chili Corn Salsa, [Rice, Sour Cream, Cheese, Guacamole]]",$11.25 
309,1,Steak Salad Bowl,"[Roasted Chili Corn Salsa, [Rice, Cheese, Lettuce, Guacamole]]",$11.89 
310,1,Barbacoa Bowl,"[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Rice, Cheese, Sour Cream, Lettuce]]",$8.99 
310,1,Side of Chips,NULL,$1.69 
311,1,Steak Salad,"[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Rice, Fajita Veggies, Cheese, Lettuce]]",$8.99 
311,1,Steak Bowl,"[[Roasted Chili Corn Salsa (Medium), Fresh Tomato Salsa (Mild)], [Cheese, Fajita Veggies, Lettuce, Sour Cream, Rice, Black Beans]]",$8.99 
311,1,Chips and Guacamole,NULL,$3.99 
311,1,Carnitas Soft Tacos,"[Fresh Tomato Salsa (Mild), [Rice, Fajita Veggies, Cheese, Lettuce, Black Beans]]",$8.99 
312,1,Barbacoa Burrito,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese, Sour Cream, Lettuce]]",$9.25 
312,1,Steak Bowl,"[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream, Lettuce]]",$9.25 
312,1,Chips,NULL,$2.15 
313,1,Burrito,"[White Rice, Adobo-Marinated and Grilled Steak, [Salsa, Cheese]]",$7.40 
313,1,Burrito,"[White Rice, Adobo-Marinated and Grilled Steak, Pinto Beans, [Sour Cream, Salsa, Cheese, Cilantro-Lime Rice]]",$7.40 
314,1,Veggie Burrito,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese]]",$8.75 
314,1,Chicken Salad Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Lettuce]]",$8.75 
315,1,Barbacoa Crispy Tacos,"[Fresh Tomato Salsa, [Sour Cream, Lettuce]]",$9.25 
315,1,Chips and Guacamole,NULL,$4.45 
316,1,Chicken Bowl,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",$11.25 
316,1,Canned Soft Drink,[Sprite],$1.25 
317,1,Carnitas Burrito,"[Roasted Chili Corn Salsa, [Rice, Cheese, Guacamole]]",$11.75 
317,1,Chicken Crispy Tacos,"[Roasted Chili Corn Salsa, [Rice, Cheese, Guacamole]]",$11.25 
317,1,Canned Soft Drink,[Coke],$1.25 
318,1,Chips and Guacamole,NULL,$3.99 
318,1,Veggie Burrito,"[Fresh Tomato Salsa (Mild), [Cheese, Rice, Pinto Beans, Sour Cream]]",$8.49 
319,1,Chicken Bowl,"[Tomatillo-Green Chili Salsa (Medium), Black Beans]",$8.49 
319,1,Chicken Bowl,"[Tomatillo-Green Chili Salsa (Medium), Black Beans]",$8.49 
319,1,Steak Crispy Tacos,"[Tomatillo-Green Chili Salsa (Medium), Pinto Beans]",$8.99 
320,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",$8.75 
320,1,Chips,NULL,$2.15 
320,1,Canned Soft Drink,[Sprite],$1.25 
321,1,Chicken Burrito,"[[Fresh Tomato Salsa (Mild), Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot)], [Black Beans, Rice, Fajita Veggies, Lettuce]]",$8.49 
321,1,Canned Soda,[Diet Coke],$1.09 
321,1,Bottled Water,NULL,$1.09 
322,1,Veggie Soft Tacos,"[Fresh Tomato Salsa, [Black Beans, Cheese, Sour Cream, Lettuce]]",$8.75 
322,1,Chips and Tomatillo Green Chili Salsa,NULL,$2.95 
322,1,Canned Soft Drink,[Nestea],$1.25 
323,1,Steak Bowl,"[Tomatillo Red Chili Salsa, [Rice, Cheese]]",$9.25 
323,1,Canned Soft Drink,[Lemonade],$1.25 
323,1,Chips,NULL,$2.15 
324,1,Chicken Burrito,"[Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese, Lettuce, Guacamole]]",$11.25 
324,1,Canned Soft Drink,[Diet Coke],$1.25 
325,1,Chips and Guacamole,NULL,$4.45 
325,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese]]",$8.75 
325,2,Canned Soft Drink,[Coke],$2.50 
326,2,Chips and Guacamole,NULL,$8.90 
326,1,Chicken Burrito,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Pinto Beans, Cheese, Sour Cream, Lettuce]]",$8.75 
326,1,Chicken Bowl,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Lettuce]]",$8.75 
326,1,Chicken Bowl,"[Tomatillo Red Chili Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",$8.75 
327,1,Chicken Burrito,"[Tomatillo Red Chili Salsa, [Fajita Vegetables, Rice, Black Beans, Sour Cream, Guacamole, Lettuce]]",$11.25 
327,1,Veggie Burrito,"[Tomatillo Red Chili Salsa, [Fajita Vegetables, Rice, Sour Cream, Guacamole, Lettuce]]",$11.25 
328,1,Chicken Bowl,"[[Fresh Tomato Salsa (Mild), Roasted Chili Corn Salsa (Medium)], [Rice, Sour Cream, Guacamole, Lettuce]]",$10.98 
328,1,Chips and Guacamole,NULL,$3.99 
329,1,Chicken Burrito,"[Fresh Tomato Salsa (Mild), [Rice, Fajita Veggies, Cheese, Sour Cream, Guacamole, Lettuce]]",$10.98 
329,1,Chips and Guacamole,NULL,$3.99 
330,1,Side of Chips,NULL,$1.69 
330,1,Barbacoa Bowl,"[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Rice, Cheese, Sour Cream, Lettuce]]",$8.99 
331,1,Barbacoa Bowl,"[Tomatillo Red Chili Salsa, [Rice, Fajita Vegetables, Black Beans, Sour Cream, Cheese]]",$9.25 
331,1,Chicken Bowl,"[Tomatillo Red Chili Salsa, [Rice, Fajita Vegetables, Black Beans, Sour Cream, Cheese]]",$8.75 
332,1,Steak Burrito,"[Roasted Chili Corn Salsa (Medium), [Rice, Black Beans, Sour Cream, Lettuce]]",$8.99 
332,1,Canned Soda,[Mountain Dew],$1.09 
333,1,Steak Burrito,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Cheese, Lettuce]]",$9.25 
333,1,Chips and Tomatillo Green Chili Salsa,NULL,$2.95 
334,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream]]",$8.75 
334,1,Steak Burrito,"[Tomatillo Green Chili Salsa, [Rice, Black Beans, Cheese, Sour Cream]]",$9.25 
335,1,Chips and Guacamole,NULL,$3.99 
335,1,Veggie Burrito,"[Fresh Tomato Salsa (Mild), [Cheese, Rice, Pinto Beans, Sour Cream]]",$8.49 
336,1,Chicken Burrito,"[Roasted Chili Corn Salsa, [Rice, Cheese, Sour Cream, Lettuce]]",$8.75 
336,1,Chicken Bowl,"[Tomatillo Red Chili Salsa, [Rice, Cheese, Sour Cream, Lettuce]]",$8.75 
337,2,Chicken Salad Bowl,"[Tomatillo Green Chili Salsa, [Black Beans, Cheese, Guacamole]]",$22.50 
338,1,Chicken Bowl,"[[Roasted Chili Corn Salsa (Medium), Fresh Tomato Salsa (Mild)], [Rice, Black Beans, Fajita Veggies, Cheese, Sour Cream, Guacamole]]",$10.98 
